simulation,gene_info,depth,Sequence_Identity,Spiked_ReadSupp
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000453699.1-ENST00000456957.2,100GB,90%,38
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000453788.6-ENST00000374688.5,100GB,90%,109
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000454946.2-ENST00000677671.1,100GB,90%,125
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000456072.1-ENST00000412242.1,100GB,90%,31
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000457067.1-ENST00000465409.1,100GB,90%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000458739.1-ENST00000668804.1,100GB,90%,63
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000459284.1-ENST00000459284.1,100GB,90%,41
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000460463.1-ENST00000605282.5-ENST00000570823.5,100GB,90%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000461009.1-ENST00000300589.6,100GB,90%,67
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000461058.5-ENST00000670198.1,100GB,90%,56
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000461520.5-ENST00000468935.2,100GB,90%,50
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000464635.1-ENST00000464635.1,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000465177.1-ENST00000534203.5-ENST00000344622.8,100GB,90%,128
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000465795.1-ENST00000341037.8,100GB,90%,159
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000465909.3-ENST00000498112.1,100GB,90%,71
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000466173.1-ENST00000466173.1,100GB,90%,70
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000466498.2-ENST00000618693.4,100GB,90%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000466506.1-ENST00000251776.8,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000466626.1-ENST00000507216.1-ENST00000237177.10,100GB,90%,48
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000467204.1-ENST00000606082.5,100GB,90%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000467659.1-ENST00000384012.1,100GB,90%,57
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000468508.1-ENST00000395160.9-ENST00000363107.1,100GB,90%,81
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000469000.5-ENST00000362280.3,100GB,90%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000469560.2-ENST00000452776.1-ENST00000366651.7,100GB,90%,100
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000470053.1-ENST00000597638.1,100GB,90%,63
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000470456.1-ENST00000470456.1,100GB,90%,54
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000471532.5-ENST00000327906.8,100GB,90%,66
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000471829.5-ENST00000471829.5,100GB,90%,50
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000472401.5-ENST00000611502.1,100GB,90%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000472831.5-ENST00000685924.1-ENST00000297875.7,100GB,90%,167
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000474148.5-ENST00000474148.5,100GB,90%,115
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000474383.1-ENST00000518783.1,100GB,90%,55
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000474903.1-ENST00000373261.5-ENST00000647101.1,100GB,90%,91
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000474978.1-ENST00000596045.1,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000476522.5-ENST00000649123.1,100GB,90%,101
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000476523.5-ENST00000646338.1,100GB,90%,54
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000476908.1-ENST00000427409.1,100GB,90%,42
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000477360.2-ENST00000477360.2,100GB,90%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000478279.6-ENST00000683712.1,100GB,90%,38
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000478995.2-ENST00000524859.5-ENST00000608168.1,100GB,90%,186
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000479283.1-ENST00000620694.1-ENST00000680236.1,100GB,90%,139
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000479520.5-ENST00000483209.5,100GB,90%,67
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000480623.6-ENST00000480623.6,100GB,90%,52
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000480889.1-ENST00000480889.1,100GB,90%,41
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000482145.5-ENST00000475843.5,100GB,90%,63
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000482227.5-ENST00000363969.1,100GB,90%,63
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000483679.1-ENST00000341119.10,100GB,90%,155
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000483807.5-ENST00000494426.2,100GB,90%,56
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000483879.5-ENST00000660943.1,100GB,90%,38
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000484007.1-ENST00000580922.1,100GB,90%,32
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000484028.1-ENST00000652807.1,100GB,90%,91
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000485213.1-ENST00000637520.1,100GB,90%,128
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000487369.5-ENST00000538641.2-ENST00000678968.1,100GB,90%,87
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000487629.1-ENST00000701282.1,100GB,90%,58
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000487671.1-ENST00000409652.5,100GB,90%,104
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000488014.5-ENST00000488014.5,100GB,90%,270
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000488036.5-ENST00000488036.5,100GB,90%,47
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000488655.5-ENST00000462760.1,100GB,90%,45
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000489766.5-ENST00000702329.1,100GB,90%,45
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000489827.1-ENST00000460377.1,100GB,90%,76
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000489842.1-ENST00000567718.1-ENST00000469063.2,100GB,90%,152
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000490013.5-ENST00000474686.5-ENST00000340296.8,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000490051.1-ENST00000490051.1,100GB,90%,45
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000490994.6-ENST00000703500.1-ENST00000528220.2,100GB,90%,175
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000491243.5-ENST00000408955.3-ENST00000595777.5,100GB,90%,83
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000492244.5-ENST00000492244.5,100GB,90%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000492851.1-ENST00000599421.1,100GB,90%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000493775.1-ENST00000493775.1,100GB,90%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000495527.5-ENST00000495527.5,100GB,90%,437
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000495856.1-ENST00000531480.2-ENST00000608765.1,100GB,90%,63
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000497053.2-ENST00000456721.4,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000497090.1-ENST00000555385.1-ENST00000394979.2,100GB,90%,67
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000497596.2-ENST00000532330.5-ENST00000677131.1,100GB,90%,97
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000498999.2-ENST00000345108.6,100GB,90%,67
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000499425.1-ENST00000523724.1,100GB,90%,90
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000499499.3-ENST00000499499.3,100GB,90%,102
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000502433.5-ENST00000455544.5,100GB,90%,40
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000503026.5-ENST00000580671.1,100GB,90%,61
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000504375.1-ENST00000580160.1-ENST00000380106.4,100GB,90%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000506671.5-ENST00000681701.1,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000507131.5-ENST00000681663.1-ENST00000515098.5,100GB,90%,202
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000508626.5-ENST00000544129.5,100GB,90%,47
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000508761.1-ENST00000508761.1,100GB,90%,58
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000508767.5-ENST00000508767.5,100GB,90%,54
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000508845.1-ENST00000704679.1,100GB,90%,105
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000509219.2-ENST00000668193.1,100GB,90%,75
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000509917.1-ENST00000509917.1,100GB,90%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000511182.1-ENST00000511182.1,100GB,90%,42
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000511332.1-ENST00000356763.8,100GB,90%,81
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000511647.5-ENST00000400362.4,100GB,90%,69
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000511675.5-ENST00000511675.5,100GB,90%,55
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000512517.1-ENST00000641688.3,100GB,90%,53
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000512755.2-ENST00000657031.1,100GB,90%,178
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000514800.5-ENST00000301043.10-ENST00000700475.1,100GB,90%,67
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000514903.7-ENST00000409568.6-ENST00000451355.2,100GB,90%,72
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000515760.1-ENST00000609981.5,100GB,90%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000515839.1-ENST00000480366.1,100GB,90%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000516077.1-ENST00000580616.1,100GB,90%,55
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000516589.1-ENST00000476806.5-ENST00000357116.4,100GB,90%,50
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000516771.1-ENST00000371649.5,100GB,90%,48
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000517709.1-ENST00000517709.1,100GB,90%,52
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000518070.1-ENST00000520863.1,100GB,90%,37
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000518198.1-ENST00000519067.5,100GB,90%,203
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000518521.5-ENST00000696757.1-ENST00000396267.3,100GB,90%,454
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000518977.5-ENST00000489551.6,100GB,90%,130
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000518988.5-ENST00000518988.5,100GB,90%,38
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000519350.1-ENST00000523348.1,100GB,90%,40
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000519939.1-ENST00000519939.1,100GB,90%,47
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000520087.5-ENST00000696810.1-ENST00000494765.2,100GB,90%,66
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000520527.5-ENST00000411856.1-ENST00000269391.11,100GB,90%,200
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000521284.1-ENST00000648278.1,100GB,90%,60
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000522100.5-ENST00000515170.5,100GB,90%,62
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000523131.1-ENST00000370952.4-ENST00000654739.1,100GB,90%,101
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000523179.5-ENST00000641609.1,100GB,90%,70
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000523213.1-ENST00000504622.5,100GB,90%,94
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000523278.5-ENST00000523243.5,100GB,90%,134
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000524965.5-ENST00000527320.1,100GB,90%,47
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000525603.1-ENST00000525603.1,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000525690.1-ENST00000691786.1,100GB,90%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000527175.1-ENST00000606593.1,100GB,90%,43
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000527348.1-ENST00000496932.1-ENST00000446864.2,100GB,90%,57
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000529166.6-ENST00000528546.1,100GB,90%,41
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000529411.1-ENST00000618425.4-ENST00000487002.1,100GB,90%,74
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000530316.5-ENST00000534671.1,100GB,90%,52
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000531398.1-ENST00000342691.5,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000531689.5-ENST00000603052.1-ENST00000441283.1,100GB,90%,46
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000531857.1-ENST00000397632.7,100GB,90%,46
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000533245.5-ENST00000516261.1,100GB,90%,48
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000534428.5-ENST00000620518.5,100GB,90%,66
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000537412.5-ENST00000436471.2-ENST00000526458.1,100GB,90%,78
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000537428.2-ENST00000537428.2,100GB,90%,80
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000537550.1-ENST00000588279.2,100GB,90%,58
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000538031.5-ENST00000650042.1,100GB,90%,72
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000538132.1-ENST00000538132.1,100GB,90%,63
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000539394.5-ENST00000697889.1-ENST00000653544.1,100GB,90%,70
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000540963.1-ENST00000623177.1,100GB,90%,61
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000542282.5-ENST00000542282.5,100GB,90%,61
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000542329.2-ENST00000368756.1,100GB,90%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000543094.1-ENST00000471724.5,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000543397.1-ENST00000637035.1,100GB,90%,189
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000544175.3-ENST00000544175.3,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000545129.5-ENST00000536931.1,100GB,90%,42
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000545709.1-ENST00000645872.1,100GB,90%,118
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000546426.5-ENST00000637932.1,100GB,90%,43
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000547019.1-ENST00000362381.1-ENST00000666445.1,100GB,90%,44
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000548859.1-ENST00000548859.1,100GB,90%,47
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000548924.5-ENST00000534900.5,100GB,90%,59
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000549527.1-ENST00000660987.1,100GB,90%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000549557.1-ENST00000693047.1,100GB,90%,48
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000549711.5-ENST00000675855.1,100GB,90%,99
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000550335.5-ENST00000547321.5,100GB,90%,48
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000550447.5-ENST00000664316.1,100GB,90%,62
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000551634.6-ENST00000505757.2-ENST00000462448.1,100GB,90%,76
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000551844.1-ENST00000681818.1-ENST00000703987.1,100GB,90%,308
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000552087.1-ENST00000476490.1,100GB,90%,56
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000552438.5-ENST00000564808.6,100GB,90%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000552457.1-ENST00000653672.1,100GB,90%,70
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000553395.5-ENST00000453647.1,100GB,90%,41
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000553409.5-ENST00000686474.2-ENST00000584525.5,100GB,90%,130
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000554767.5-ENST00000262494.13,100GB,90%,153
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000554851.5-ENST00000554851.5,100GB,90%,57
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000556202.5-ENST00000556202.5,100GB,90%,95
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000556637.5-ENST00000654510.1,100GB,90%,66
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000556826.6-ENST00000423899.1-ENST00000555088.5,100GB,90%,81
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000557165.5-ENST00000380243.9,100GB,90%,513
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000557441.5-ENST00000557441.5,100GB,90%,48
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000558396.1-ENST00000693695.1,100GB,90%,67
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000558537.5-ENST00000568200.1,100GB,90%,55
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000559218.1-ENST00000264572.11-ENST00000644088.1,100GB,90%,49
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000559684.1-ENST00000511063.5,100GB,90%,73
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000559989.1-ENST00000534538.1,100GB,90%,143
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000560258.6-ENST00000222574.9,100GB,90%,63
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000560438.5-ENST00000531070.1-ENST00000568496.2,100GB,90%,51
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000562773.1-ENST00000677715.1,100GB,90%,67
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000563984.1-ENST00000521487.2,100GB,90%,74
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000564202.1-ENST00000479043.1-ENST00000569239.5,100GB,90%,89
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,ENST00000564321.1-ENST00000564321.1,100GB,90%,53
